12	72	29
12	88	80
12	89	83
12	90	69
13	2	86
13	3	5
13	6	71
13	30	39
13	43	17
13	47	15
13	57	27
13	61	5
13	79	52
13	87	80
14	3	52
14	10	68
14	12	49
14	21	70
14	24	88
14	32	57
14	44	93
14	55	66
14	71	82
14	76	57
14	85	33
14	88	26
14	91	64
14	92	31
15	2	70
15	5	89
15	8	72
15	19	51
15	28	32
15	68	42
15	92	41
16	5	49
16	8	69
16	9	82
16	27	27
16	31	56
16	46	27
16	70	33
16	85	2
16	86	7
17	3	12
17	10	59
17	12	36
17	26	8
18	1	93
18	8	94
18	12	90
18	42	68
18	78	30
19	2	63
19	4	52
19	15	51
19	47	19
19	65	11
19	93	28
20	3	66
20	5	90
20	10	83
20	33	53
20	60	13
20	86	92
20	92	12
21	3	40
21	6	88
21	14	70
21	26	47
21	94	34
22	3	50
22	4	15
22	11	39
22	31	97
22	49	38
22	75	97
23	5	45
23	10	6
23	11	63
23	28	96
23	57	16
23	95	33
24	1	86
24	2	35
24	14	88
24	36	47
24	38	91
24	44	35
25	3	72
25	9	89
25	11	73
25	27	22
25	34	89
25	62	78
25	63	84
25	81	8
25	96	32
26	3	42
26	17	8
26	21	47
26	42	33
26	47	51
26	53	75
26	87	1
26	94	81
26	97	11
27	8	52
27	16	27
27	25	22
27	82	50
28	2	33
28	15	32
28	23	96
28	64	49
28	76	90
28	98	74
29	1	84
29	3	41
29	9	86
29	73	22
30	7	99
30	10	20
30	13	39
30	39	72
30	40	94
30	45	37
30	48	23
30	71	21
31	3	68
31	16	56
31	22	97
31	33	29
31	59	46
31	74	20
32	3	43
32	10	8
32	14	57
32	42	77
32	54	49
32	77	1
32	83	2
32	90	63
33	11	25
33	20	53
33	31	29
33	62	21
34	0	22
34	3	1
34	25	89
34	35	34
34	89	15
35	5	48
35	8	62
35	34	34
35	84	81
35	95	18
36	9	90
36	11	57
36	24	47
36	45	10
36	46	47
37	2	57
37	3	12
37	5	41
37	48	16
37	49	45
37	78	26
38	0	44
38	3	35
38	24	91
38	43	15
38	93	97
39	2	92
39	3	85
39	30	72
39	88	19
39	91	74
40	1	36
40	7	65
40	30	94
40	55	52
40	73	80
40	83	30
40	98	83
40	99	18
41	3	28
41	4	88
41	7	23
41	79	92
41	89	77
41	93	72
42	18	68
42	26	33
42	32	77
42	51	19
43	8	11
43	13	17
43	38	15
43	80	92
43	91	86
43	96	4
44	3	34
44	14	93
44	24	35
44	52	11
44	84	35
45	10	64
45	30	37
45	36	10
45	99	0
46	8	1
46	16	27
46	36	47
46	52	96
46	68	78
47	13	15
47	19	19
47	26	51
47	51	34
47	99	57
48	7	76
48	30	23
48	37	16
48	74	95
49	2	86
49	22	38
49	37	45
49	97	72
50	3	34
50	8	6
50	11	92
50	53	7
50	57	81
51	1	9
51	42	19
51	47	34
51	58	50
51	67	88
52	3	30
52	44	11
52	46	96
52	56	14
52	58	78
52	94	55
53	4	91
53	26	75
53	50	7
53	81	16
53	98	64
54	2	34
54	9	7
54	32	49
54	95	7
55	12	18
55	14	66
55	40	52
55	63	5
55	75	39
56	1	79
56	3	51
56	52	14
56	67	35
56	77	55
56	96	29
56	97	14
57	13	27
57	23	16
57	50	81
57	90	47
58	3	54
58	51	50
58	52	78
58	59	79
59	0	19
59	31	46
59	58	79
59	69	21
60	0	70
60	7	14
60	20	13
61	0	25
61	2	98
61	13	5
62	0	62
62	25	78
62	33	21
63	0	92
63	25	84
63	55	5
64	1	15
64	3	78
64	28	49
65	1	1
65	3	72
65	19	11
66	1	66
66	8	84
66	12	74
67	1	17
67	51	88
67	56	35
68	1	67
68	15	42
68	46	78
69	1	60
69	8	84
69	59	21
70	2	63
70	5	15
70	16	33
71	2	42
71	14	82
71	30	21
72	3	4
72	7	23
72	12	29
73	3	51
73	29	22
73	40	80
74	3	16
74	31	20
74	48	95
75	3	77
75	22	97
75	55	39
76	3	36
76	14	57
76	28	90
77	3	69
77	32	1
77	56	55
78	4	61
78	18	30
78	37	26
79	4	33
79	13	52
79	41	92
80	4	27
80	10	41
80	43	92
81	5	4
81	25	8
81	53	16
82	7	8
82	10	35
82	27	50
83	8	46
83	32	2
83	40	30
84	10	32
84	35	81
84	44	35
85	11	26
85	14	33
85	16	2
86	11	46
86	16	7
86	20	92
87	11	37
87	13	80
87	26	1
88	12	80
88	14	26
88	39	19
89	12	83
89	34	15
89	41	77
90	12	69
90	32	63
90	57	47
91	14	64
91	39	74
91	43	86
92	14	31
92	15	41
92	20	12
93	19	28
93	38	97
93	41	72
94	21	34
94	26	81
94	52	55
95	23	33
95	35	18
95	54	7
96	25	32
96	43	4
96	56	29
97	26	11
97	49	72
97	56	14
98	28	74
98	40	83
98	53	64
99	40	18
99	45	0
99	47	57
